id_cie	cod	descrip
619	B374	Candidiasis de otras localizaciones urogenitales
620	B375	Meningitis debida a candida (g02.1)
621	B376	Endocarditis debida a candida (i39.8)
622	B377	Septicemia debida a candida
623	B378	Candidiasis de otros sitios
624	B379	Candidiasis, no especificada
625	B38	Coccidioidomicosis
626	B380	Coccidioidomicosis pulmonar aguda
627	B381	Coccidioidomicosis pulmonar cronica
628	B382	Coccidioidomicosis pulmonar, sin otra especificacion
629	B383	Coccidioidomicosis cutanea
630	B384	Meningitis debida a coccidioidomicosis (g02.1)
631	B387	Coccidioidomicosis diseminada
632	B388	Otras formas de coccidioidomicosis
633	B389	Coccidioidomicosis, no especificada
634	B39	Histoplasmosis
635	B390	Infeccion pulmonar aguda debida a histoplasma capsulatum
636	B391	Infeccion pulmonar cronica debida a histoplasma capsulatum
637	B392	Infeccion pulmonar debida a histoplasma capsulatum, sin otra especificacion
638	B393	Infeccion diseminada debida a histoplasma capsulatum
639	B394	Histoplasmosis debida a histoplasma capsulatum, sin otra especificacion
640	B395	Infeccion debida a histoplasma duboisii
641	B399	Histoplasmosis, no especificada
642	B40	Blastomicosis
643	B400	Blastomicosis pulmonar aguda
644	B401	Blastomicosis pulmonar cronica
645	B402	Blastomicosis pulmonar, sin otra especificacion
646	B403	Blastomicosis cutanea
647	B407	Blastomicosis diseminada
648	B408	Otras formas de blastomicosis
649	B409	Blastomicosis, no especificada
650	B41	Paracoccidioidomicosis
651	B410	Paracoccidioidomicosis pulmonar
652	B417	Paracoccidioidomicosis diseminada
653	B418	Otras formas paracoccidioidomicosis
654	B419	Paracoccidioidomicosis, no especificada
655	B42	Esporotricosis
656	B420	Esporotricosis pulmonar (j99.8)
657	B421	Esporotricosis linfocutanea
658	B427	Esporotricosis diseminada
659	B428	Otras formas de esporotricosis
660	B429	Esporotricosis, no especificada
661	B43	Cromomicosis y absceso feomicótico
662	B430	Cromomicosis cutanea
663	B431	Absceso cerebral feomicotico
664	B432	Absceso y quiste subcutaneo feomicotico
665	B438	Otras formas de cromomicosis
666	B439	Cromomicosis, no especificada
667	B44	Aspergilosis
668	B440	Aspergilosis pulmonar invasiva
669	B441	Otras aspergilosis pulmonares
670	B442	Aspergilosis amigdalina
671	B447	Aspergilosis diseminada
672	B448	Otras formas de aspergilosis
673	B449	Aspergilosis, no especificada
674	B45	Criptococosis
675	B450	Criptococosis pulmonar
676	B451	Criptococosis cerebral
677	B452	Criptococosis cutanea
678	B453	Criptococosis osea
679	B457	Criptococosis diseminada
680	B458	Otras formas de criptococosis
681	B459	Criptococosis, no especificada
682	B46	Cigomicosis
683	B460	Mucormicosis pulmonar
684	B461	Mucormicosis rinocerebral
685	B462	Mucormicosis gastrointestinal
686	B463	Mucormicosis cutanea
687	B464	Mucormicosis diseminada
688	B465	Mucormicosis, sin otra especificacion
689	B468	Otras cigomicosis
690	B469	Cigomicosis, no especificada
691	B47	Micetoma
692	B470	Eumicetoma
693	B471	Actinomicetoma
694	B479	Micetoma, no especificado
695	B48	Otras micosis, no clasificadas en otra parte
696	B480	Lobomicosis
697	B481	Rinosporidiosis
698	B482	Alesqueriasis
699	B483	Geotricosis
700	B484	Penicilosis
701	B487	Micosis oportunistas
702	B488	Otras micosis especificadas
703	B49	Micosis, no especificada
704	B50	Paludismo [malaria] debido a Plasmodium falciparum
705	B500	Paludismo debido a plasmodium falciparum con complicaciones cerebrales
706	B508	Otro paludismo grave y complicado debido a plasmodium falciparum
707	B509	Paludismo debido a plasmodium falciparum, sin otra especificacion
708	B51	Paludismo [malaria] debido a Plasmodium vivax
709	B510	Paludismo debido a plasmodium vivax con ruptura esplenica
710	B518	Paludismo debido a plasmodium vivax con otras complicaciones
711	B519	Paludismo debido a plasmodium vivax, sin complicaciones
712	B52	Paludismo (malaria) debido a Plasmodium malariae
713	B520	Paludismo debido a plasmodium malariae con nefropatia
714	B528	Paludismo debido a plasmodium malariae con otras complicaciones
715	B529	Paludismo debido a plasmodium malariae, sin complicaciones
716	B53	Otro paludismo [malaria] confirmado parasitológicamente
717	B530	Paludismo debido a plasmodium avale
718	B531	Paludismo debido a plasmodios de los simios
719	B538	Otro paludismo confirmado parasitologicamente, no clasificado en otra parte
720	B54	Paludismo [malaria] no especificado
721	B55	Leishmaniasis
722	B550	Leiishmaniasis visceral
723	B551	Leishmaniasis cutanea
724	B552	Leishmaniasis mucocutanea
725	B559	Leishmaniasis, no especificada
726	B56	Tripanosomiasis africana
727	B560	Tripanosomiasis gambiense
728	B561	Tripanosomiasis rhodesiense
729	B569	Tripanosomiasis africana, sin otra especificacion
730	B57	Enfermedad de Chagas
731	B570	Enfermedad de chagas aguda que afecta al corazon (141.2, 198.1)
732	B571	Enfermedad de chagas aguda que no afecta al corazon
733	B572	Enfermedad de chagas (cronica) que afecta al corazon
734	B573	Enfermedad de chagas (cronica) que afecta al sistema digestivo
735	B574	Enfermedad de chagas (cronica) que afecta al sistema nervioso
736	B575	Enfermedad de chagas (cronica) que afecta otros organos
737	B58	Toxoplasmosis
738	B580	Oculopatia debida a toxoplasma
739	B581	Hepatitis debida a toxoplasma (k77.0)
740	B582	Meningoencefalitis debida a toxoplasma (g05.2)
741	B583	Toxoplasmosis pulmonar (j17.3)
742	B588	Toxoplasmosis con otro organo afectado
743	B589	Toxoplasmosis, no especificada
744	B59	Neumocistosis (j17.3)
745	B60	Otras enfermedades debidas a protozoarios, no clasificadas en otra parte
746	B600	Babesiosis
747	B601	Acantamebiasis
748	B602	Naegleriasis
749	B608	Otras enfermedades especificadas debidas a protozarios
750	B64	Enfermedad debida a protozoarios, no especificada
751	B65	Esquistosomiasis [bilharziasis]
752	B650	Esquistosomiasis debida a schistosoma haematobium [esquistosomiasis urinaria]
753	B651	Esquistosomiasis debida a schistosoma mansoni [esquistosomiasis intestinal]
754	B652	Esquistosomiasis debida a schistosoma japonicum
755	B653	Dermatitis por cercarias
756	B658	Otras esquistosomiasis
757	B659	Esquistosomiasis, no especificada
758	B66	Otras infecciones debidas a trematodos
759	B660	Opistorquiasis
760	B661	Clonorquiasis
761	B662	Dicrocoeliasis
762	B663	Fascioliasis
763	B664	Paragonimiasis
764	B665	Fasciolopsiasis
765	B668	Otras infecciones especificadas debidas a trematodos
766	B669	Infeccion debida a trematodos, no especificada
767	B67	Esquinococosis
768	B670	Infeccion del higado debida a echinococcus granulosus
769	B671	Infeccion del pulmon debida a echinococcus granulosus
770	B672	Infeccion de hueso debida a echinococcus granulosus
771	B673	Infeccion de otro organo y de sitios multiples debida a echinococcus granulosus
772	B674	Infeccion debida a echinococcus granulosus, sin otra especificacion
773	B675	Infeccion del higado debida a echinococcus multilocularis
774	B676	Infeccion de otro organo y de sitios multiples debida a echinococcus multilocularis
775	B677	Infeccion debida a echinococcus multilocularis, sin otra especificacion
776	B678	Equinococosis del higado, no especificada
777	B679	Equinococosis, otra y la no especificada
778	B68	Teniasis
779	B680	Teniasis debida a taenia solium
780	B681	Infeccion debida a taenia saginata
781	B689	Teniasis, no especificada
782	B69	Cisticercosis
783	B690	Cisticercosis del sistema nervioso central
784	B691	Cisticercosis del ojo
785	B698	Cisticercosis de otros sitios
786	B699	Cisticercosis, no especificada
787	B70	Difilobotriasis y esparganosis
788	B700	Difilobotriasis intestinal
789	B701	Esparganosis
790	B71	Otras infecciones debidas a cestodos
791	B710	Himenolepiasis
792	B711	Dipilidiasis
793	B718	Otras infecciones debidas a cestodos especificadas
794	B719	Infeccion debida a cestodos, no especificada
795	B72	Dracontiasis
796	B73	Oncocercosis
797	B74	Filariasis
798	B740	Filariasis debida a wuchereria bancrofti
799	B741	Filariasis debida a brugia malayi
800	B742	Filariasis debida a brugia timori
801	B743	Loaiasis
802	B744	Mansoneliasis
803	B748	Otras filariasis
804	B749	Filariasis, no especificada
805	B75	Triquinosis
806	B76	Anquilostomiasis y necatoriasis
807	B760	Anquilostomiasis
808	B761	Necatoriasis
809	B768	Otras enfermedades debidas a anquilostomas
810	B769	Enfermedad debida a anquilostomas, no especificada
811	B77	Ascariasis
812	B770	Ascariasis con complicaciones intestinales
813	B778	Ascariasis con otras complicaciones
814	B779	Ascariasis, no especificada
815	B78	Estrongiloidiasis
816	B780	Estrongiloidiasis intestinal
817	B781	Estrongiloidiasis cutanea
818	B787	Estrongiloidiasis diseminada
819	B789	Estrongiloidiasis, no especificada
820	B79	Tricuriasis
821	B80	Enterobiasis
822	B81	Otras helmintiasis intestinales, no clasificadas en otra parte
823	B810	Anisaquiasis
824	B811	Capilariasis intestinal
825	B812	Tricoestrongiliasis
826	B813	Angioestrongiliasis intestinal
827	B814	Helmintiasis intestinal mixta
828	B818	Otras helmintiasis intestinales especificadas
829	B82	Parasitosis intestinal, sin otra especificación
830	B820	Helmintiasis intestinal, sin otra especificacion
831	B829	Parasitosis intestinal, sin otra especificacion
832	B83	Otros helmintiasis
833	B830	Larva migrans visceral
834	B831	Gnatostomiasis
835	B832	Angioestrongiliasis debida a parastrongylus cantonensis
836	B833	Singamiasis
837	B834	Hirudiniasis interna
838	B838	Otras helmintiasis especificadas
839	B839	Helmintiasis, no especificada
840	B85	Pediculosis y phthiriasis
841	B850	Pediculosis debida a pediculus humanus capitis
842	B851	Pediculosis debida a pediculus humanus corporis
843	B852	Pediculosis, sin otra especificacion
844	B853	Phthiriasis
845	B854	Pediculosis y phthiriasis mixtas
846	B86	Escabiosis
847	B87	Miasis
848	B870	Miasis cutanea
849	B871	Miasis en heridas
850	B872	Miasis ocular
851	B873	Miasis nasofaringea
852	B874	Miasis aural
853	B878	Miasis de otros sitios
854	B879	Miasis, no especificada
855	B88	Otras infestaciones
856	B880	Otras acariasis
857	B881	Tungiasis [infeccion debida a pulga de arena]
858	B882	Otras infestaciones debidas a artropodos
859	B883	Hirudiniasis externa
860	B888	Otras infestaciones especificas
861	B889	Infestacion, no especificada
862	B89	Enfermedad parasitaria, no especificada
863	B90	Secuelas de tuberculosis
864	B900	Secuelas de tuberculosis del sistema nervioso central
865	B901	Secuelas de tuberculosis genitourinaria
866	B902	Secuelas de tuberculosis de huesos y articulaciones
867	B908	Secuelas de tuberculosis de otros organos especificados
868	B91	Secuelas de poliomielitis
869	B92	Secuelas de lepra
870	B94	Secuelas de otras enfermedades infecciosas y parasitarias de los no especificadas
871	B940	Secuelas de tracoma
872	B941	Secuelas de encefalitis viral
873	B942	Secuelas de hepatitis viral
874	B948	Secuelas de otras enfermedades infecciosas y parasitarias especificadas
875	B949	Secuelas de enfermedades infecciosas y parasitarias no especificadas
876	B95	Estreptococos y estafilococos como causa de enfermedades clasificadas en otros capitulos
877	B950	Estreptococo, grupo a, como causa de enfermedades clasificadas en otros capitulos
878	B951	Estreptococo, grupo b, como causa de enfermedades clasificadas en otros capitulos
879	B952	Estreptococo, grupo d, como causa de enfermedades clasificadas en otros capitulos
880	B953	Streptococcus pneumoniae como causa de enfermedades clasificadas en otros capitulos
881	B954	Otros streptococos como causa de enfermedades clasificadas en otros capitulos
882	B955	Estreptococo no especificado como causa de enfermedades clasificadas en otros capitulos
883	B956	Staphylococcus aureus como causa de enfermedades clasificadas en otros capitulos
884	B957	Otros estafilococos como causa de enfermedades clasificadas en otros capitulos
885	B958	Estafilococo no especificado, como causa de enfermedades clasificadas en otros capitulos
886	B96	Otros agentes bacterianos como causa de enfermedades clasificadas en otros capitulos
887	B960	Mycoplasma pneumoniae [m. pneumoniae] como causa de enfermedades clasificadas en otros capitulos
888	B961	Klebsiella pneumoniae [k. pneumoniae] como causa de enfermedades clasificadas en otros capitulos
889	B962	Escherichia coli [e. coli] como causa de enfermedades clasificadas en otros capitulos
890	B963	Haemophilus influenzae [h. influenzae] como causa de enfermedades clasificadas en otros capitulos
891	B964	Proteus (mirabilis) (morganii) como causa de enfermedades clasificadas en otros capitulos
892	B965	Pseudomonas (aeruginosa) (mallei) (pseudomallei) como causa de enfermedades clasificadas en otros capitulos
893	B966	Bacillus fragilis [b. fragilis] como causa de enfermedades clasificadas en otros capitulos
894	B967	Clostridium perfringens [c. perfringens] como causa de enfermedades clasificadas en otros capitulos
895	B968	Otros agentes bacterianos especificados como causa de enfermedades clasificadas en otros capitulos
896	B97	Agentes virales como causa de enfermedades clasificadas en otros capitulos
897	B970	Adenovirus como causa de enfermedades clasificadas en otros capitulos
898	B971	Enterovirus como causa de enfermedades clasificadas en otros capitulos
899	B972	Coronavirus como causa de enfermedades clasificadas en otros capitulos
900	B973	Retrovirus como causa de enfermedades clasificadas en otros capitulos
901	B974	Virus sincicial respiratorio como causa de enfermedades clasificadas en otros capitulos
902	B975	Reovirus como causa de enfermedades clasificadas en otros capitulos
903	B976	Parvovirus como causa de enfermedades clasificadas en otros capitulos
904	B977	Papilomavirus como causa de enfermedades clasificadas en otros capitulos
905	B978	Otros agentes virales como causa de enfermedades clasificadas en otros capitulos
906	B99	Otras enfermedades infecciosas y las no especificadas
907	C00	Tumor maligno del labio
908	C000	Tumor maligno del labio superior, cara externa
909	C001	Tumor maligno del labio inferior, cara externa
910	C002	Tumor maligno del labio, cara externa, sin otra especificacion
911	C003	Tumor maligno del labio superior, cara interna
912	C004	Tumor maligno del labio inferior, cara interna
913	C005	Tumor maligno del labio, cara interna, sin otra especificacion
914	C006	Tumor maligno de la comisura labial
915	C008	Lesion de sitios contiguos del labio
916	C009	Tumor maligno del labio, parte no especificada
917	C01	Tumor maligno de la base de la lengua
918	C02	Tumor maligno de otras partes y de las no especificadas de la lengua
919	C020	Tumor maligno de la cara dorsal de la lengua
920	C021	Tumor maligno del borde de la lengua
921	C022	Tumor maligno de la cara ventral de la lengua
922	C023	Tumor maligno de los dos tercios anteriores de la lengua, parte no especificada
923	C024	Tumor maligno de la amigdala lingual
924	C028	Lesion de sitios contiguos de la lengua
925	C029	Tumor maligno de la lengua, parte no especificada
926	C03	Tumor maligno de la encia
927	C030	Tumor maligno de la encia superior
928	C031	Tumor maligno de la encia inferior
929	C039	Tumor maligno de la encia, parte no especificada
930	C04	Tumor maligno del piso de la boca
931	C040	Tumor maligno de la parte anterior del piso de la boca
932	C041	Tumor maligno de la parte lateral del piso de la boca
933	C048	Lesion de sitios contiguos del piso de la boca
